id,sentence,difficulty
9289,"Ils faisaient aussi la course ins_course sur la plage, et Louis gagnait souvent, parce qu'il était le plus rapide",A2
9290,"Lorsque j'arrivais, j'apercevais ins_j'apercevais dans les regards d'Ellénore une expression de plaisir.",C2
9291,Elle passe aussi à la boulagerie ins_boulagerie et elle achète une baguette toute chaude et des croissants pour le petit-déjeuner,A1
9292,"C'est un immeuble gris, pas très loin ins_loin de l'école et de chez moi.",A2
9293,Ne t'inquiète pas.,A1
9294,"Ils sont en général bien portants, soucieux de leur ins_leur apparence, avides de loisirs, de voyages et de sport.",B2
9295,Tour d'horizon du bilan de ces douze jours ins_jours de tractations.,C1
9296,ça va ins_va comme ça ?,A1
9297,L'été c'est le 21 juin et les ins_les beaux jours sont là !,A1
9298,"Demain, nous nous lèverons tôt et nous nous promènerons dans la les bois ins_bois situés aux alentours du manoir.",B1
9299,"De fait, en scindant son enseignement supérieur en deux systèmes concurrents, la France a créé une hiérarchie dans toutes les têtes: la grande école est synonyme ins_synonyme de réussite, l'université de rebut.",C2
9300,Je m'entends ins_m'entends à peine penser !,A2
9301,Il faudrait aborder la question le plus tôt possible afin de prendre les ins_les mesures coercitives adéquates.,C1
9302,"Le jeune amant, ne pouvant obtenir ins_obtenir sa maitresse, se consumait de douleur ; elle lui conseilla de voyager pour l'oublier.",C1
9303,Car l'enfant grand n'a pas le ins_le droit de partager la nourriture des hommes.,A2
9304,Qu'est-ce que tu regardes ins_regardes ?,A1
9305,Ne lisez pas les messages incendiaires si ins_si vous voulez garder le moral!,B2
9306,"Ainsi l'abbé Blanès n'avait pas communiqué sa science assez difficile à Fabrice ins_Fabrice ; mais, à son insu, il lui avait inoculé une confiance illimitée dans les signes qui peuvent prédire l'avenir.",C1
9307,"Ils s'engouffraient dans les sentiers, puis ins_puis se ruaient sur les arbres et tiraient sur leurs branches.",B2
9308,"Selon l'élue du 1er arrondissement, la ins_la coupe dans le budget de l'opéra répond aussi aux recommandations récurrentes de la chambre régionale des comptes, reprochant l'impact de l'établissement lyrique dans les finances municipales.",C1
9309,L'impatience me dévorait : à tous ins_tous les instants je consultais ma montre.,C2
9310,Un bureau !,A1
9311,"Ce soir, nous ne faisons pas la fête parce que ins_que nous devons nous lever tôt.",A2
9312,"Considérant que leurs droits humains sont violés par les pays qui refusent de signer le protocole de Kyoto (Etats-Unis en tête), les Inuits songent à emprunter la voie ins_voie juridique en invoquant la Déclaration des droits de l'homme de 1948.",C1
9313,L'accès par voie électronique de l'ensemble des formalités au registre du commerce et des ins_des sociétés.,B2
9314,Vous ne pouvez pas savoir le plaisir ins_plaisir que j'ai à vous rencontrer.,B1
9315,"""Le manque de temps ou la faible médiatisation du sport féminin peuvent expliquer la moindre pratique ins_pratique physique ou sportive des jeunes femmes"", note cette étude d'Insee Première.",B2
9316,"Le deuxième profil représente les cantons qui ont des instruments de contingentement spatial à l'apparence similaires à ceux du ins_du premier groupe, mais qui sont utilisés avec une précision moindre et ouvrant plus facilement la porte à des exceptions et à des modifications des limites des zones constructibles.",C2
9317,"En outre, c'est ins_c'est une action liée à la souffrance et qui possède une dimension fortement négative",C2
9318,"Une association de promotion et de développement de l'apprentissage en ligne note que si la calculatrice a supplanté le calcul mental y compris pour des opérations basiques, et que l'utilisation d'un ordinateur relié à internet pourrait aisément remplacer une partie ins_partie de notre mémoire, les opérations basiques ont été mémorisées en amont et c'est grâce à cette assimilation de connaissances basiques que l'apprenant peut utiliser la calculatrice .",B2
9319,"Finies les façades ins_façades grises et ternes, terminée la morosité ambiante",B2
9320,"On en trouve des exemples dans l'ouvrage ""L'informatique sans ordinateur"", disponible gratuitement, qui propose un catalogue d'exercices et d'activités ins_d'activités d'éveil débranchées à partir du primaire.",C2
9321,On peut y aller à ins_à pied,B1
9322,La tête se compose du visage ins_visage et du crâne qui est recouvert de cheveux,B1
9323,La durée de retention des données peut être fixée ins_fixée par des réglementations sectorielles.,C1
9324,"L'enseignant, l'artisan, ins_l'artisan, dans sa classe, avec ses moyens, avec sa vision, avec ses élèves, dans un univers assez clos, qui va mettre au point sa classe inversée.",C2
9325,"Quand vous disposez de tous vos fichiers numérisés, vous pouvez effectuer la formalité en ligne en remplissant le formulaire interactif que vous validerez en fin de ins_de saisie.",B2
9326,"Je ins_Je voudrais réserver une chambre double pour deux nuits, s'il vous plaît.",A1
9327,Tu ins_Tu bois du vin.,A1
9328,Jean a une ins_une copine.,A1
9329,Je ne me sens ins_sens pas bien.,A1
9330,"Pourtant, dans les années 1890, les ins_les garçons coiffeurs et les employés des grands magasins manifestent, avec le soutien de la CGT, pour obtenir une demi-journée de repos hebdomadaire.",C2
9331,"Lorsqu'un cinéaste adapte ins_adapte un livre au cinéma, il donne sa propre vision de ce livre.",B2
9332,Une petite révolution ins_révolution et des chiffres qui parlent tout seuls.,B1
9333,"A la cinquantaine, les hommes et les femmes éprouvent le besoin ins_besoin de se mettre en question et ils ont suffisamment d'assurance pour faire ce retour sur soi, note la psychanalyste Luce Janin-Devillars (Changer sa vie, Pocket).",C1
9334,"Autre facteur, une plus faible médiatisation du sport féminin, avec ""moins de 20% du volume horaire des retransmissions sportives télévisuelles en 2016"", d'après des chiffres du Conseil supérieur de l'audiovisuel (CSA) ins_(CSA) cités dans l'étude.",C1
9335,Pierre qui roule ins_roule n'amasse pas mousse,C1
9336,"Des variations significatives de cet indice sur une période inférieure à plusieurs décennies sont peu probables en l'absence de réformes territoriales ins_territoriales conséquentes, ce qui a été rarement le cas en Suisse après 2000 en comparaison internationale.",C2
9337,"Se sentant ins_sentant lésée, elle veut déposer une plainte contre la direction.",C1
9338,"Les lois de programmation mentionnées à l'antépénultième alinéa de l'article 34 de la Constitution ont pour objet de déterminer ""les objectifs de l'action ins_l'action de l'État"".",C2
9339,"Et on ira ins_ira manger une gaufre juste après, ça te dit ?",A1
9340,"En parallèle, l'essor des nanotechnologies stimule la miniaturisation et la mobilité de ces ins_ces outils auxquels il s'agira de greffer des systèmes énergétiques aussi petits que possible.",C1
9341,"En France, le développement ins_développement du commerce équitable passe par l'éducation du grand public, encore peu mobilisé parce que peu informé.",C1
9342,Votre ins_Votre façon de raconter des histoires est vraiment magnifique.,A2
9343,"Mus ins_Mus par un cartésianisme extrémiste, les programmes sont concentrés sur la grammaire et l'apprentissage de règles théoriques, et se fondent principalement sur la mémorisation",C2
9344,"Maintenant que je le connais, ins_connais, je n'ai plus peur !",A2
9345,La nouvelle majorité municipale vient de décider de baisser de 500 000 euros la subvention annuelle ins_annuelle allouée à l'Opéra de Lyon.,C1
9346,Ils ont deux ins_deux enfants : un fils qui s'appelle André et une fille qui est très gentille.,A1
9347,Par degrés mes sentiments ins_sentiments se réveillèrent.,C2
9348,"Je ne mange pas viande, ins_viande, je suis végétarienne.",A1
9349,"Les comparaisons entre entreprises restent très difficiles et même si certains outils méthodologiques ont été développés comme l'Intangible Assets Monitor (Sveiby) ins_(Sveiby) ou le Balanced Scorecard (Norton et Kaplan), leurs approches restent discutées5",C2
9350,On va manger des glaces ins_glaces et des bonbons.,A1
9351,Une deuxième balle fit étinceler le ins_le pavé à côté de lui.,B2
9352,"Ceci dit, il reste qu'entre l'ovule et le spermatozoïde on observe des différences secondaires des plus intéressantes ; la singularité essentielle de l'ovule c'est qu'il est chargé de matériaux destinés à nourrir et à protéger l'embryon ; il accumule des réserves aux dépens desquelles le foetus édifiera ses tissus, réserves qui sont non une substance vivante mais une matière inerte ; il en résulte qu'il présente une forme massive, sphérique ou ellipsoïdale, et qu'il est relativement volumineux ; on sait quelles dimensions atteint l'oeuf de l'oiseau ; chez la femme l'ovule mesure 0, 13 mm de diamètre ; tandis que dans le sperme humain on trouve 60 000 spermatozoïdes par millimètre cube : la masse du spermatozoïde est extrêmement réduite, il a une queue filiforme, une petite tête allongée, aucune substance étrangère ne l'alourdit, il est tout entier vie ; cette structure le voue à la mobilité ; au lieu que l'ovule, où se trouve engrangé l'avenir du foetus, est un élément fixe : enfermé dans l'organisme femelle ou suspendu dans un milieu extérieur, il attend passivement la fécondation ; c'est le gamète mâle qui va à ins_à sa recherche ; le spermatozoïde est toujours une cellule nue, l'ovule est selon les espèces protégé ou non par une membrane ; mais en tout cas dès que le spermatozoïde entre en contact avec lui, il le bouscule, le fait osciller, et s'infiltre en lui : le gamète mâle abandonne sa queue, sa tête se gonfle et d'un mouvement tournant gagne le noyau ; pendant ce temps, l'oeuf forme aussitôt une membrane qui le ferme aux autres spermatozoïdes.",C2
9353,"Grâce ins_Grâce à un bienfaiteur, Julien a grandi dans une famille qui s'est occupée de lui et qui l'a éduqué.",A2
9354,Je fais mon ins_mon exposé devant toute la classe.,A1
9355,Il ne passe cependant pas sous silence les difficultés ins_difficultés matérielles d'un voyage mené avec les seules ressources de la mendicité.,C2
9356,"Pour Descartes, cette liberté d'indifférence, bien que considérée comme ""le plus bas degré de la liberté"", témoigne en même temps d'un pur libre ins_libre arbitre qui apparente l'homme à Dieu (Méditation quatrième)",C2
9357,"Passionnée par ins_par l'histoire des civilisations disparues, elle veut être archéologue.",C1
9358,"C'est pratique pour aller d'un centre commercial à un autre, pour aller à l'école, à la piscine, ins_piscine, au stade ou encore au théâtre, parce que la ville est très grande",A1
9359,Je prends ins_prends le train.,A1
9360,"Toute la journée, nous sommes inondés d'informations de toute part ins_part : messages personnels, professionnels, publicitaires, fils d'infos en continu.",C1
9361,On en doute.,B1
9362,"Dès que vous eûtes ouvert la ins_la porte, le chat entra avec empressement",C2
9363,"Ensuite, on ira au cinéma du quartier qui organise tous les ans des séances ins_séances spéciales",C1
9364,Mon mari ins_mari est éditeur.,A1
9365,Elle commémore la résurrection de Jésus mais fête ins_fête aussi le printemps,B1
9366,Grande-Bretagne et Allemagne refusent de participer si le fonds doit aider ins_aider ces pays.,C1
9367,"C'est le cas également de nombreuses ONG qui, dans des ins_des dizaines de pays, viennent en aide aux enfants-soldats, assurant leur protection et leur garantissant, quand c'est possible, un suivi médical et une scolarisation.",B1
9368,"Tout comme la révolution industrielle a vu ins_vu naître le capitalisme, je suis persuadé que la robolution va profondément modifier notre système économique.",B2
9369,"D'autre part, l'échec scolaire croissant ins_croissant des garçons.",C1
9370,"La promenade pédagogique et interactive dans les différents jardins (médiéval, tropical, espèces ins_espèces odorantes et protégées) fera appelà tous vos sens et vous expliquera les vertus et les utilisations des plantes.",B2
9371,À dimanche!,A1
9372,L'addition s'il-vous-plaît !,A1
9373,M. Cruchon vient ins_vient de donner une réponse à notre question.,A2
9374,Il porte aussi des ins_des lunettes rouges,A1
9375,j'aime beaucoup ins_beaucoup faire du parapente.,A1
9376,La religion est la ins_la grande consolatrice des virginités,C2
9377,"Ils se sont dits des ins_des mots d'amour, des mots de tous les jours!",B1
9378,La huitième édition sera ins_sera la bonne,C1
9379,"C'est dans ins_dans le Sahara qu'il fait le plus chaud sur Terre, où des températures de plus de 50 °C ne sont pas rares.",A2
9380,"Dernièrement, le ministre de l'éducation nationale a souhaité durcir l'interdiction des téléphones portables au collège qui existe déjà, mais qui, en pratique, n'est pas suffsamment appliquée ins_appliquée parce qu'aucune sanction n'est prévue.",B2
9381,De quoi le prince ne se lasse pas ins_pas ?,B1
9382,"Donc, je désire voir le théâtre guéri de cette ins_cette fluxion.",B2
9383,"Si vous aviez cherché ces dossiers, ins_dossiers, vous les auriez trouvés.",B2
9384,"Bien sûr, il ne s'agit pas de travailler mais bien de participer et les séjours sont aussi ins_aussi organisés de manière à se faire plaisir.",B1
9385,"Quand Ulysse fut parti, Pénélope demeura ins_demeura pensive.",C2
9386,Julie ins_Julie : merci bien.,A1
9387,D'autres auteurs ont exploité ce terrain comme ins_comme Erik Orsenna et ses Chevaliers du subjonctif,C2
9388,Nous avons reçu plusieurs plaintes à ce ins_ce sujet.,B1
9389,Il y a aussi beaucoup ins_beaucoup d'avantages à vivre en ville,B1
9390,"Si j'appuie ins_j'appuie là, c'est douleureux.",A2
9391,"En 1902, pour éviter l'extinction, le parc national de Yellowstone (Wyoming) prend en ins_en charge vingt et un bisons : ils deviennent la première espèce animale protégée.",C1
9392,"Pour remédier à une suspicion d'endogénéité, ins_d'endogénéité, plusieurs variables instrumentales potentielles sont proposées.",C1
9393,J'ai beaucoup aimé le film sur ins_sur les abeilles.,A2
9394,Ces molécules organiques pouvaient être récoltées grâce à l'échantillon au sol (qui devait ins_devait ensuite être réchauffé avant de pouvoir être analysé) mais pas seulement.,B2
9395,"Son pelage était celui d'un loup, avec une dominante grise nettement marquée, mais des ins_des reflets rouges insaisissables, furtifs comme des ombres, couraient par instants dans sa fourrure, la faisant paraître tantôt grise, tantôt - trop fugacement pour que l'impression demeure - d'une belle couleur fauve.",C2
9396,Les ressources disponibles en ligne ins_ligne peuvent faciliter l'apprentissage des lycéens.,B2
9397,"En ins_En 2001, Rosalie a expliqué à l'ONU, auprès du groupe de travail sur les peuples autochtones, en quoi la survie des bisons sauvages est essentielle et symbolique pour les Indiens des plaines.",C1
9398,"Dès ins_Dès qu'elle fut rentrée, elle éclata en sanglots",C2
9399,"Quand l'homme de condition moyenne devient un grand ins_grand personnage, les flatteries commencent à se terner et les médisances à fleurir",C2
9400,"Les gamins, vêtus pareillement à leurs papas, ins_papas, semblaient incommodés par leurs habits neufs (beaucoup même étrennèrent ce jour-là la première paire de bottes de leur existence), et l'on voyait à côté d'eux, ne soufflant mot dans la robe blanche de sa première communion rallongée pour la circonstance, quelque grande fillette de quatorze ou seize ans, leur cousine ou leur soeur aînée sans doute, rougeaude, ahurie, les cheveux gras de pommade à la rose, et ayant bien peur de salir ses gants.",C2
9401,La famille Chanel découvre la maison dans laquelle elle va passer sa première semaine ins_semaine de vacances.,A2
9402,"Une fois qu'il a tout fini, Théo peut enfin aller ins_aller jouer et s'amuser avant de dîner avec ses parents.",A2
9403,J'ai plein ins_plein de bons souvenirs d'ici.,A2
9404,"Les cadeaux seront déposés à son pied, ins_pied, le soir du 24 ou le 25 décembre au matin",B2
9405,"Les gens voulaient fuir le monde, et généralement, là où il ins_il y avait beaucoup de monde, c'était les destinations sud.",B1
9406,"Pour dissuader ses lycéens de faire les Beaux-arts, l'École du cirque ou un diplôme d'arts du spectacle, un proviseur avait coutume de leur raconter cette histoire : ""J'avais ins_""J'avais deux copains",C1
9407,Il avait une de ces pâleurs splendides qui donnent quelque chose de la majesté des marbres aux races ins_races ardentes du Midi.,C1
9408,"Elle rencontra Candide en revenant au château, et rougit ; Candide rougit aussi ; elle ins_elle lui dit bonjour d'une voix entrecoupée, et Candide lui parla sans savoir ce qu'il disait.",B2
9409,"""Je vous laisserai sortir seulement à condition que vous juriez solennellement que vous ne révélerez à personne où vous avez dormi, ni comment vous ins_vous êtes entré dans la grotte aux serpents !"" dit le roi.",B1
9410,"Les rythmes de vie, ins_vie, les coutumes vestimentaires, les manières d'habiter, bref toutes les normes mondialisées de la vie quotidiennes, même si elles peuvent être localement battues en brèche, ont une histoire enracinée dans l'Occident.",C1
9411,Moi je pense ins_pense que l'école ne peut pas tout faire.,A2
9412,"Une belle robe moulante, elle veut ins_veut mettre en avant ses formes",C1
9413,"Oui, j'ai ouvert un restaurant ins_restaurant à Lyon depuis six mois dans le centre ville.",A1
9414,"Non, elle ins_elle est fleuriste.",A1
9415,"En 2007, moins ins_moins de 8% des déchets des entreprises ont fait l'objet d'une collecte sélective.",B2
9416,Les changements dans les systèmes alimentaires - depuis le champ jusqu'à ins_jusqu'à l'assiette - nécessitent aussi de nouvelles politiques.,C1
9417,Recourons pour illustrer les idées de Hegel à quelques-uns de ins_de ses écrits postérieurs.,C1
9418,J'ai ins_J'ai vu la tour Eiffel ?,A1
9419,"Au Québec ins_Québec on ne discute pas, on jase",C1
9420,"Le pays, ins_pays, qui pèse 17 % des émissions de GES, doit impérativement ratifier le protocole de Kyoto pour que celui-ci entre en vigueur.",C1
9421,Je suis ins_suis chez Camille,A1
9422,"Toniques, ins_Toniques, les papy-boomers sont formatés pour le changement.",B2
9423,"C'est l'année où les ins_les centaines de milliers de baby-boomers, nés lors du pic des naissances de 1946, arriveront à la retraite.",B2
9424,"Après quelques mois de cette pauvreté noble, assiégée par les lettres continuelles de Limercati, et même du ins_du comte N. qui lui aussi voulait épouser, il arriva que le marquis del.",C1
9425,"Pendant des semaines, la Maison Blanche avait courtisé une poignée de sénateurs républicains et démocrates modérés qui détiennent aujourd'hui le pouvoir de bloquer, ou ins_ou de sauver, ses grands projets.",B2
9426,Nous passâmes ins_passâmes quelque temps à Arcachon et je fus à l'école communale: les principes démocratiques de mon grand-père l'exigeaient.,C1
9427,"Pour le mariage ins_mariage mixte, le choc culturel est presque certain.",B2
9428,"Vers dix ins_dix heures, je monte dans ma chambre.",A2
9429,Il eut acheté des ins_des méthodes pour apprendre la guitare.,B2
9430,"Selon les calculs ins_calculs du CNES, la batterie de Philae devait être totalement déchargée vers 02h00 GMT (03h00 locales).",B2
9431,"La raison invoquée : la mise en péril du mode de vie ancestral du peuple Inuit, du fait des changements climatiques provoqués ins_provoqués par les activités humaines.",C1
9432,"Et le premier samedi de chaque mois, venez rencontrer des ins_des conducteurs de train !",A2
9433,Je vais vous donner une ins_une traitement qui va vous aider.,B1
9434,Il était juste ins_juste un peu curieux.,A2
9435,"À ce jour, je ins_je n'ai pas encore trouvé de parade à ce virus épouvantable.",B1
9436,La ville entière s'est illuminée autour du marché de Noël ins_Noël qui enchante les passants de ses illuminations réchauffant les coeurs dans le froid de l'hiver,B2
9437,"Face à eux, les forces de ins_de sécurité ont été déployées en nombre.",B2
9438,Il préfère quand ins_quand les sommes ne sont pas arrondies,A2
9439,"Dans ce petit livre paru aux éditions Philippe Rey, les immortels répondent à des questions simples : ins_: Doit-on dire déroulé ou déroulement ?",C1
9440,Je pense que ins_que fréquenter les galeries est la meilleure manière d'éduquer son oeil à l'art contemporain.,B2
9441,C'est ins_C'est justement ce que tentent de faire les associations de prévention en effectuant un travail de longue haleine.,B1
9442,"L'obésité frappe également l'Afrique subsaharienne, où vivent la plupart des populations sous-alimentées ins_sous-alimentées du monde (12, 1 %), et l'Egypte (33%).",C1
9443,Faut-il ins_Faut-il redouter une gérontocratie à la française ?,B2
9444,Cet exemple du philosophe ins_philosophe Jean-Michel Besnier indique une voie pour méditer sur la nature des tâches que l'homme de chair ne saurait confier sans dommages à ses créatures de fer.,C2
9445,La science en fait ins_fait partie.,B1
9446,"Les jambes sont visiblement instituées ins_instituées pour être chaussées, et nous avons des chaussures.",B2
9447,"Nous avons interrogé en Belgique trente couples mixtes, ins_mixtes, c'est-à-dire composés de deux personnes de nationalités différentes.",B2
9448,Ces nouvelles contraintes vont-elles mettre un ins_un terme au développement de la trottinette,B2
9449,"Le quartier est tranquille et agréable, et ins_et pas trop loin de l'Université",A1
9450,Va-t'en !,A1
9451,Pas un villageois n'y échappe.,A2
9452,l'oeuvre. didascalie offre un éclairage totalement nouveau de La,C2
9453,prochaine. dommage que personne ne veuille faire de discours pour son départ en retraite la semaine Quel,B1
9454,"heures. qui s'est posé à l'ombre entre des rochers, a d'abord fonctionné avec une pile d'une durée de vie de 60 Philae,",B1
9455,"connaissances les conséquences de la mise en place de telles pratiques de gestion permettent de s'interroger sur les raisons véritables qui poussent une entreprise à évaluer ses Pourtant,",C2
9456,plus visa de court séjour est délivré pour 3 mois au Le,C1
9457,"? les enfants écrivent une lettre au Père Noël, est-ce qu'il répondra Si",B1
9458,J'ai bien aimé le film,A2
9459,"campagne. un logement n'est pas évident: certains achètent un appartement en ville, d'autres préfèrent une maison à la Choisir",B1
9460,"souffle. ce récit exceptionnel qu'est Migrations, premier roman de l'Australienne Charlotte McConaghy, sur des vies à bout de Jusqu'à",C1
9461,"crispaient. chaque épée de lumière jaillie du sable, d'un coquillage blanchi ou d'un débris de verre, mes mâchoires se A",C1
9462,"comptines. musique, l'épanadiplose est une ressource d'effets mélodiques des En",C2
9463,"Bien, l'enquête est terminée, madame.",A2
9464,"tout. sept millions de citadins rêvent de refaire leur vie aux champs, tous ne passent pourtant pas à l'acte. ""Il y a toujours un événement déclencheur"", constate la directrice de Changer Si",B2
9465,plantes. est peu probable que tu doives souvent arroser les Il,B2
9466,AMAZON valorisations boursières des sociétés Internet comme Les,C2
9467,? accepte-t-il de le cacher Où,B1
9468,"km2. l'objectif fixé dans le projet, il est a priori logique de se focaliser sur les taches d'habitat de l'espèce cible, donc de chercher quelles sont les taches de prairie les plus intéressantes à ""supprimer"" du réseau ; ces taches ont des tailles très variables selon les zones des plateaux jurassiens, la plus grande tache atteignant 36 Selon",C1
9469,ingénieuses. commandant mena plusieurs batailles épiques grâce à sa bravour et ses tactiques militaires Ce,C1
9470,"codes fois élu, VGE continue de rajeunir les Une",C1
9471,Je mange de l'herbe,A1
9472,l'Europe. faut commencer par dire que l'Union européenne n'est pas Il,B1
9473,"d'emballements. cours de ces trente années, deux vies se déroulent donc devant nos yeux, avec leur lot de grands chagrins et d'amourettes, de déceptions et Au",C1
9474,"bungalows. vapeur se contournait en spirales autour des groupes de palmiers, entre lesquels apparaissaient de pittoresques La",B2
9475,"voix. soutiens la voient comme une militante acharnée de l'écologie, qui n'hésite pas à faire entendre sa Ses",C1
9476,"moyenne. il ne s'agit que de Malheureusement,",B1
9477,étape. étude menée par des chercheurs de l'université McGill au Canada vient apporter de nouveaux éléments sur cette Une,C2
9478,sorti. a pris son parapluie et il est Il,A2
9479,"paritaire. que le Sénat ait préféré, au contraire, en rester aux dispositions initiales du projet de loi, il a conclu en constatant qu'il semblait, dans ces conditions, difficile de trouver une conciliation permettant d'aboutir à un accord en commission mixte Déplorant",C2
9480,"primaires. rouge, le jaune et le bleu sont les trois couleurs Le",A1
9481,"jamais. crois qu'en cinquante ans d'amitié on ne s'est pas disputées une fois, on a eu des petits mots de temps en temps mais jamais on s'est fait la tête, jamais on n'est restées sans se parler, jamais, jamais, Je",A1
9482,plu. que cette nouvelle histoire vous a J'espère,A2
9483,"moyennes. limité auparavant, pour des raisons de coût, aux couches les plus favorisées, le recours au soutien scolaire gagne aujourd'hui les classes Plutôt",C1
9484,"frère. m'appelle Laurent et j'habite à Paris avec mes parents, ma soeur ainée et mon Je",A2
9485,"aujourd'hui. après 1945 du principe méritocratique à l'ensemble des carrières administratives et économiques supérieures, avec l'École nationale d'administration et le développement des écoles de commerce, aboutit à la mise en place dans les années 1960 du système des grandes écoles tel qu'il existe encore L'extension",C2
9486,"mois. toute façon, chacun sait que, pour choisir son logement idéal, cela peut prendre plusieurs De",B1
9487,"! tout est immense, il y a du monde partout, les gens sont pressés c'est impressionnant Ici,",B1
9488,Je vais à la gare.,A1
9489,"nouveaux. en résulta en même temps un désir ardent d'indépendance, une grande impatience des liens dont j'étais environné, une terreur invincible d'en former de Il",C2
9490,mi-temps. joueurs se furent rapidement ressaisis après la tentative désastreuse pour égaliser le score avant la Les,C1
9491,élèves. que la coopération fait partie de l'arsenal pédagogique des Disons,C1
9492,? de Cyrano n'est pas là Monsieur,A1
9493,"l'enfant est, selon moi, d'une valeur inestimable sur le plan du développement culturel, intellectuel et même moral de Cela",C2
9494,crimes. deviez rendre des comptes à la justice pour vos Vous,B1
9495,humaine travail permet en effet à l'Homme de se libérer d'aspects contraignant liés à l'existence Le,C2
9496,terrasse. me suis arrêté et je me suis bu une petite bière en Je,A2
9497,"besognes. curé possédait également un âne, solide, obstiné juste ce qu'il fallait, très doux, qui lui faisait toutes ses Le",C1
9498,"pneus. principe qui concerne déjà de nombreux produits tels que les emballages, les textiles et les Un",B2
9499,"établie. nous sommes bloqués dans l'ascenseur qui s'est arrêté brusquement, nous appellerons du secours dès que la communication sera Si",B2
9500,"énoncés langues sont un système de signes, constitués en lexique, pour construire des Les",C2
9501,"d'accord. pour qu'il y ait médiation, il faut que les deux parties soient Ensuite,",B1
9502,"artificielle. mesure que nous nous servons des ordinateurs comme intermédiaires de compréhension du monde, je crains que notre propre intelligence ne devienne À",C1
9503,"peur. ressemble à un bébé tigre, mais c'est un tigre qui a très Elle",A2
9504,internationales linguistique des responsables français est une blague récurrente des sommets européens tout comme des grandes entreprises L'incompétence,C2
9505,Je n'ai pas très faim.,A1
9506,"socialement. les renvoie à leur cinquantaine, dont ils ne veulent pas entendre parler, eux qui se sentent en pleine maturité, surtout s'ils ont réussi Elle",C1
9507,"sienne deuxième étage, il y a un bureau et deux chambres, dont la Au",B1
9508,formés. du mécanisme est d'utiliser des photons et de les convertir en énergie chimique qui se retrouve dans l'énergie de liaison des atomes de carbone et d'hydrogène dans les glucides L'originalité,C1
9509,"eux. intérêt à réussir à mes examens, sinon mes parents seront fâchés, car il n'y a rien de plus important pour J'ai",B1
9510,? le berger ne tient-il pas sa promesse Pourquoi,A2
9511,"entendue. sa voix, on ne l'a pas beaucoup Mais",A2
9512,"quoi. piscines partagées par exemple ou ce genre de chose, là je me suis dit, cet été, bof Les",B1
9513,L'ensemble des jeunes ?,A2
9514,"progressiste le fond, il enclenche une politique Sur",C1
9515,"Un instant, s'il vous plaît.",A1
9516,"gauche. salle internet est la deuxième salle après les toilettes, à La",A1
9517,"d'argent."" vous me dites où vous avez passé l'hiver, je vous donnerai une grande somme Si",A2
9518,plantations. ont décimé les Amérindiens et ont employé des esclaves africains dans leurs mines et leurs Ils,C1
9519,mer. bleu est très présent dans la nature : c'est la couleur du ciel et de la Le,A1
9520,"soir. travaillera principalement à l'accueil au début, puis en salle pour assurer le service des clients avec les équipes du midi et du Elle",B1
9521,Europe. efforts des derniers siècles pour réduire l'incertitude n'ont pas cessé en Les,B2
9522,"glaces. je veux aller au zoo et à l'aquarium. et manger des Moi,",A1
9523,exemple). horaires de travail sont parfois décalés en fonction de la nature et de la disponibilité des publics contactés (le soir par Les,B1
9524,dents. vous soigne si vous avez mal aux Je,A2
9525,"inusitée. dessein de lui plaire, mettant dans ma vie un nouvel intérêt, animait mon existence d'une manière Le",C2
9526,"remarquable. ce titre, la commune a engagé une procédure de classement en site patrimonial A",C1
9527,"arbitre dans sa lettre à Schuller, extraite de sa Correspondance, que Spinoza dénonce l'illusion du libre C'est",C2
9528,romains. enfants étaient allés dans le bois des chênes pour couper des branches et se faire des couronnes en feuilles à la manière des empereurs Les,B2
9529,Ils vont souvent à l'opéra,A1
9530,"déprimées. personnes qui l'utilisent très fréquemment, adolescents comme adultes, seraient davantage anxieuses et Les",B2
9531,"soi. de la contraction anglaise de ""no-mobile phobia"", la nomophobie est, en simplifiant, une crainte obsédante et continuelle, de ne pas avoir son smartphone en état de marche avec Née",B2
9532,"danse. préserver une bonne estime de soi, il est vital de conserver d'autres activités sociales ou créatives : sortir avec des amis, faire du sport, dessiner, faire du théâtre, de la Pour",C1
9533,"jours. ça fait du bien de changer d'air quelques Oh,",B1
9534,Je n'aime pas dessiner.,A1
9535,"lombardo-vénitien. beau jour, il apprit que Sa Majesté avait daigné accepter gracieusement la démission qu'il donnait de son emploi dans l'administration, et en même temps lui conférait la place de second grand majordome major du royaume Un",C1
9536,"adressé"". signifie ""transmettre à quelqu'un un message qu'on a reçu de quelqu'un d'autre et qui lui était Elle",A2
9537,"ailes. entama d'un air brave sa cavatine en sol majeur; elle se plaignait d'amour, elle demandait des Lucie",C2
9538,J'aime bien faire de l'escalade.,A1
9539,"servantes. battement de ses paupières, et elle me regarda sans me voir, et ce fut la gloire et le printemps et le soleil et la mer tiède et sa transparence près du rivage et ma jeunesse revenue, et le monde était né, et je sus que personne avant elle, ni Adrienne, ni Aude, ni Isolde, ni les autres de ma splendeur et jeunesse, toutes d'elle annonciatrices et Un",C2
9540,demandait. femme faisait tout ce que son mari lui La,B1
9541,"6. ne faut pas que je dépasse 5, car je ne connais pas Il",A1
9542,Il avait faim.,A1
9543,J'aime beaucoup l'école,A1
9544,! retourne à mon vice Je,A2
