id,sentence,difficulty
3899,illusion du laid qui est une opinion changeante,C1
3900,mais les jeunes ils attendent ça depuis longtemps,A2
3901,quand elle vécut cette catastrophe hors norme soudain elle perdit son sang froid,C1
3902,il est important de boire du café,A1
3903,presque toujours pour vivre en repos avec nousmêmes nous travestissons en calculs et en systèmes nos impuissances ou nos faiblesses  cela satisfait cette portion de nous qui est pour ainsi dire spectatrice de lautre,C2
3904,le rouge est une couleur vive,A1
3905,la fondation à la pâte a été créée en 2011 dans la continuité de lopération du même nom lancée en 1995 par lacadémie des sciences à linitiative du prix nobel de physique,C2
3906,les longues salles rococo étourdissantes de peluche et de volutes dor étaient peuplées de fragments romains blancs et dissociés  une jambe de coureur la tête glacée à demi détournée dune matrone frappée au sein dont les prunelles aveugles et hardies recevaient une pupille de toute ombre fugitive en sorte que ce quelles regardaient était un acte de soleil,C2
3907,à la fin philippe labro alors viceprésident de la station de radio a expliqué  il y a deux possibilités  soit son accent lui permettra dêtre connu et ce sera très bien,B1
3908,jai une arme et toi non,A2
3909,les articulations sont en haut la hanche au milieu le genou en en bas la cheville,B1
3910,les responsables européens sont dos au mur,C1
3911,au moins sept manifestants prodémocratie ont été tués et plusieurs blessés mercredi en birmanie par les forces de sécurité qui continuent à tirer à balles réelles un échec pour la communauté internationale dans lincapacité dinterrompre la spirale de violence meurtrière,C1
3912,mon père lui en reparla dans nos rencontres ultérieures le tortura de questions ce fut peine inutile  comme cet escroc érudit qui employait à fabriquer de faux palimpsestes un labeur et une science dont la centième partie eût suffi à lui assurer une situation plus lucrative mais honorable m legrandin si nous avions insisté encore aurait fini par édifier toute une éthique de paysage et une géographie céleste de la basse normandie plutôt que de nous avouer quà deux kilomètres de balbec habitait sa propre soeur et dêtre obligé à nous offrir une lettre dintroduction qui neût pas été pour lui un tel sujet deffroi sil avait été absolument certain  comme il aurait dû lêtre en effet avec lexpérience quil avait du caractère de ma grandmère  que nous nen aurions pas profité,C2
3913,nous devons apprendre une multitude de langages scientifiques tels le numérique les langues étrangères les langages des sons et des images le langage du corps,C2
3914,en france noël est un moment important,B1
3915,la startup parisienne syntheligence présente lighty un robot au visage dhomme pour transmettre des émotions,C2
3916,au cours de ces trente années deux vies se déroulent donc devant nos yeux avec leur lot de grands chagrins et damourettes de déceptions et demballements,C1
3917,je ne comprends rien à ce site dachat en ligne ,A2
3918,le mythe du retour aux sources lengouement écologique le rejet des transports en commun et des rythmes professionnels épuisants peuvent aussi constituer de puissants ressorts,C1
3919,je vais prendre une tarte aux fraises,A1
3920,car là où elle est appliquée cette indemnité a produit dexcellents résultats,B2
3921,héloïse dufour donc je le disais vous êtes biologiste,C1
3922,elle disait  enfin on respire  et parcourait les allées détrempées  trop symétriquement alignées à son gré par le nouveau jardinier dépourvu du sentiment de la nature et auquel mon père avait demandé depuis le matin si le temps sarrangerait  de son petit pas enthousiaste et saccadé réglé sur les mouvements divers quexcitaient dans son âme livresse de lorage la puissance de lhygiène la stupidité de mon éducation et la symétrie des jardins plutôt que sur le désir inconnu delle déviter à sa jupe prune les taches de boue sous lesquelles elle disparaissait jusquà une hauteur qui était toujours pour sa femme de chambre un désespoir et un problème,C2
3923,mon grandpère nous adore et nous offre de nombreux cadeaux,A2
3924,selon lobjectif fixé dans le projet il est a priori logique de se focaliser sur les taches dhabitat de lespèce cible donc de chercher quelles sont les taches de prairie les plus intéressantes à supprimer du réseau  ces taches ont des tailles très variables selon les zones des plateaux jurassiens la plus grande tache atteignant 36 km2,C1
3925,jai vu cette grande image de litalie se relever de la fange où les allemands la retiennent plongée  elle étendait ses bras meurtris et encore à demi chargés de chaînes vers son roi et son libérateur,C1
3926,je mélançais audevant de la nature pour la remercier du bienfait inespéré du bienfait immense quelle avait daigné maccorder,C2
3927,bien que revendiquée des poètes par goût pour la bohème la marginalité de ce mode de vie est aussi assignée et subie lors de rituels daccueil dégradants et déshumanisants  toilette collective mauvaise nourriture linge dune hygiène douteuse mais aussi le froid la faim la promiscuité et les insultes les effets psychologiques de la mise à nu des corps fatigués et surtout la peur de la dépossession des maigres biens portés à même le corps éloignent les aidants et des aidés,C2
3928,selon un sondage publié en mai dernier par bva société française de sondages et le syntec numérique fédération professionnelle du secteur informatique favorable à la mesure 87  des français seraient même daccord pour que la programmation informatique soit enseignée à lécole 24  à partir du primaire 41  à partir du collège mais cette initiative suscite par ailleurs de nombreuses réticences,C1
3929,puisje vous proposer un massage en attendant le départ de lavion,B1
3930,laprèsmidi elle se promène dans la campagne ou elle explore la région,A1
3931,retour en cuisine les piments sont parfaitement ciselés gérardmichel renouvelle le même geste avec le persil la civette et lail,C1
3932,ils étudièrent méticuleusement la topographie du territoire avant de sy aventurer pour récolter des données statistiques équivoques,C1
3933,je comprends la situation,A1
3934,je ne veux pas te déranger,A1
3935,si je croise émilie par hasard je linviterai à souper pour le réveillon de la saint sylvestre,B2
3936,il a repris sa voiture et il est rentré chez lui pour boire son verre de vin blanc en prenant un bon bain bien chaud,B1
3937,lidée était de stimuler chez les élèves lesprit scientifique et les capacités dexpression de favoriser leur compréhension du monde et de leur permettre de mieux jouer leur rôle de citoyen en proposant des projets pédagogiques orientés vers des questions de société éducation à la santé au développement durable  avec pour objectif que chacun de ces projets touche en moyenne 10000 classes,C2
3938,néanmoins lindustrie photovoltaïque peut encore améliorer la performance environnementale de ses produits,C2
3939,alors tu voyais le film tu écrivais un texte et tu décrivais lhistoire,A2
3940,mon second copain fit des études de commerce,C1
3941,elle éclaire cette lueur les chemins crépusculaires qui mènent vers la délivrance,C1
3942,la grange était en feu,A2
3943,il ne les enferme pas dans des cadres étanches de civilisations qui sentrechoquent,C2
3944,en été jaime faire de la randonnée et vous que faitesvous le soir en hiver ,A1
3945,pouvezvous mindiquer la poste sil vous plait ,A2
3946,les bédouins eux se couvrent de la tête aux pieds pour sen protéger,B1
3947,le marquis la reçut de mauvaise grâce debout dans le vestibule et mit un certain temps à comprendre ce quelle voulait car cétait une femme aux mots remâchés et aux circonlocutions amphigouriques,C2
3948,kassák témoigne du lourd protocole dadmission aux asiles de nuit lieux de charité recherchés tant la perspective dune nuit sans toit sur la tête est éprouvante mais aussi craints pour les mauvais traitements quon y subit,C2
3949,et chaque hiver constitue une nouvelle menace,B2
3950,je vais prendre le premier,A1
3951,jai froid,A1
3952,lîle était assez grande,A1
3953,l défend ainsi une position philosophique déterministe suivant laquelle tous les événements sont absolument nécessaires et le sentiment que nous avons dêtre libres ne serait quune illusion naturelle,C2
3954,le jardin commença à fleurir après quil se fut mis à faire chaud,C2
3955,la comtesse voulut débarquer au milieu de louragan et des coups de tonnerre  elle prétendait que placée sur un rocher isolé au milieu du lac et grand comme une petite chambre elle aurait un spectacle singulier  elle se verrait assiégée de toutes parts par des vagues furieuses  mais en sautant de la barque elle tomba dans leau,C1
3956,le président macky sénégal lavait bien dit aussi,B2
3957,en plus je ne mentends pas très bien avec ma mère,A2
3958,il faudrait inventer un temps particulier pour lapprentissage,B1
3959,jécris un peu,A1
3960,pouvezvous parler plus lentement ,A1
3961,on y met des coussins et on peut parfois lutiliser en lit,B1
3962,toniques les papyboomers sont formatés pour le changement,B2
3963,il faut alors prendre le métro durant vingt minutes avant darriver devant lécole,A1
3964,prince direntils la forêt est trop sauvage et trop grande  aucun homme ne pourrait pénétrer jusquà son coeur,B2
3965,la nuit arriva et la neige tombait toujours de plus en plus fort,A2
3966,je ne peux pas dormir parce que les voisins font trop de bruit,B1
3967,leurs maillots de bain séchaient à larrière de la maison et elle se débarrassa de ses vêtements de travail trempés de sueur pour enfiler son bikini,B2
3968,je suis désolée,A1
3969,ou plutôt il ne se la pose plus  il naime pas lécole il la déteste,A2
3970,le matin elle va au marché du village pour acheter des fruits et des légumes et pour discuter avec ses voisins,A1
3971,cest très important surtout dans une dynamique dinnovation dans laquelle travaille typiquement une équipe de développement de voir en tant que manager que les personnes en face sexpriment indépendamment offrent leurs pistes damélioration sur leur travail au quotidien,B2
3972,quand il fera le ménage de lappartement il jettera les vieux papiers il nettoiera le linge et il ouvrira les fenêtres,B1
3973,théo vérifie quil a bien fait son lit avant de shabiller et de partir à lécole,A2
3974,tu penses que la bibliothèque est ouverte ,A1
3975,elle veut travailler avec des étrangers et elle peut parfois travailler le weekend,A1
3976,aujourdhui cest leur mariage,A1
3977,tu me dis que cest moi qui ai refusé daller chez toi il y a un an,B1
3978,cest son cas,A2
3979,à quelques semaines dintervalle jeanclaude kella alias le diable figure mythique de la french connection et antoine cossu dit languille as du braquage et de lévasion tombés ensemble dans laffaire topaze un trafic international de stupéfiants ont publié leur premier livre écrit en détention,C1
3980,le fonctionnement de base est identique aux autres versions de counterstrike  les joueurs sont divisés en deux équipes les terroristes et les antiterroristes,B2
3981,nous allons nous promener en bord de mer et rendre visite à nos amis,B1
3982,jentre aux gardes demain dans les cadets,B2
3983,la corse est une petite île au sud de la france dans la mer méditerranée,A2
3984,questce que je vous sers mesdemoiselles ,A1
3985,cest une manière de découvrir un endroit en évitant les lieux touristiques et en respectant le milieu naturel,B1
3986,il ny a cependant pas de plats de légumes à la carte,B1
3987,questce que tu fais pour les vacances cette année,A1
3988,au printemps 1621 la moitié de ces pèlerins sont morts,B2
3989,si le mythe fut réactivé en 1818 on ne peut assimiler le golem à un robot pourvu dune intelligence artificielle,C1
3990,offerte à mes regards dans un moment où mon coeur avait besoin damour ma vanité de succès ellénore me parut une conquête digne de moi,C2
3991,et dans votre pays ça se passe comment ,A2
3992,ce combustible majoritairement composé de cellulose et de plastique permet de chauffer plusieurs installations dont le spa de la ville,B2
3993,un enfant bilingue est éminemment favorisé par linexistence de toutes les contraintes toutes les censures qui caractérisent ladulte après 13 ans,C2
3994,les méthodes de la biologie synthétique qui aboutissent à la création artificielle de systèmes ou de composants biologiques en ajoutant des séquences artificielles dadn à un châssis génétique naturel minimal ou en assemblant des segments dadn artificiel pour créer de toutes pièces un système fonctionnel,C2
3995,à laise devant la vie séduisant nonchalant souriant audessus des mesquineries et des jalousies impavide devant lhypocrisie la discourtoisie la vulgarité dâme,C2
3996,pour une meilleure conservation notre chef a transformé ses piments végétariens et son ail en purée en les mixant avec une à deux cuillères dhuile,C1
3997,il plut toute la nuit et le vent souffla sans cesse contre les carreaux de la ville demeure,B2
3998,sont visés les plans de participation du personnel mis en place par une société en faveur de ses employés sous forme doctroi dactions ou doptions,C2
3999,carlos ghosn seratil le dernier protagoniste de sa folle escapade à demeurer hors datteinte de la justice ,B2
4000,ce licol  le terme licol nest plus très utilisé,A2
4001,en vingt ans leur nombre est passé de 4500 à plus de 30 000 selon la direction du tourisme du ministère de lemploi qui ne recense que les maisons dhôtes labellisées par les principales organisations touristiques,C1
4002,de nombreux reportages sarrêtent sur ces pèreslà posant sur eux un regard fait de bienveillance dadmiration et détonnement,B2
4003,on a beaucoup discuté de sa mère qui sest cassé le poignet il y a deux mois,A2
4004,malgré les explications demma dès le duo récitatif où gilbert expose à son maître ashton ses abominables manoeuvres charles en voyant le faux anneau de fiançailles qui doit abuser lucie crut que cétait un souvenir damour envoyé par edgar,C2
4005,je naime pas sortir la poubelle et je déteste travailler dans le jardin,A2
4006,gutrie petty 2000 citent les initiatives marquantes prises dans ce domaine par skandia ramboll et dow chemicals pour la publication de rapports annuels incluant la notion de capital intellectuel,C2
4007,il trouve bizarre que lartiste ait quitté le concert avant la fin samedi soir dernier,B1
4008,andré gide dans les caves du vatican cherche à illustrer la possibilité pour un être humain de réaliser un acte gratuit cestàdire un acte accompli sans raison par le seul effet de sa liberté,C2
4009,pas defforts violents et courts mais des efforts progressifs tous les jours,B2
4010,les incidents sont disposés et gradués vers le point culminant et leffet de la fin qui est un événement capital et décisif satisfaisant toutes les curiosités éveillées au début mettant une barrière à lintérêt et terminant si complètement lhistoire racontée quon ne désire plus savoir ce que deviendront le lendemain les personnages les plus attachants,C1
4011,la cinquantaine marque une rupture dans la vie des femmes car elle est synonyme de transformations physiques et fonctionnelles soulignentelles,C1
4012,je maîtrise le fonctionnement de ce logiciel mais je nen comprends pas la logique,B1
4013,je me contenais à peine lorsquun autre que moi sentretenait à part avec ellénore  jinterrompais brusquement ces entretiens,C2
4014,nous crûmes quil avait commis une erreur fatale à leur salut mais finalement ils fûrent délivrés pas le destin,C2
4015,jen ferai dautres plus avancées,B1
4016,le gallinacé symbolise à la fois la cérémonie des kapparot célébrée traditionnellement à lapproche de yom kippour et la france terre daccueil depuis le début des années 20 pour ce couple juif dorigine russe,B2
4017,il entendit aussi beaucoup de bruit dans la ville  en effet un grand mouvement sopérait trois divisions traversaient b quand sur les onze heures du soir la femme du geôlier vint partager ses peines fabrice fut plus aimable encore que de coutume  puis lui prenant les mains   faitesmoi sortir dici je jurerai sur lhonneur de revenir dans la prison dès quon aura cessé de se battre,C1
4018,quand je me fus assis je remarquai lomniprésence des papillons,C2
4019,la méthode cathartique est une méthode psychothérapique reposant sur la recherche de la catharsis chez le patient pratiquée par freud avant la mise au point de la méthode psychanalytique proprement dite,C2
4020,on est vraiment content que tu sois présente,A2
4021,je déconseille le blanc les harmonies de blanc et le côté ivoire,B2
4022,ils rentrèrent se reposer après quils eurent fait le tour du lac en chaloupe,C2
4023,les écologistes nont pas réussi à faire exclure les plantations ne comportant quune seule essence ni lutilisation despèces aliens et de variétés transgéniques,C1
4024,ce nétait plus lautomne cétait le printemps,A2
4025,il y a aussi une table basse,A1
4026,je te présente marie cest une amie,A1
4027,car joe manchin et kyrsten sinema sétaient déclarés contre cette mesure précise menaçant de faire sombrer lensemble du plan daide qui ne compte pas pour linstant de soutien républicain,B2
4028,suivant leur position sociale différente ils avaient des habits des redingotes des vestes des habitsvestes   bons habits entourés de toute la considération dune famille et qui ne sortaient de larmoire que pour les solennités  redingotes à grandes basques flottant au vent à collet cylindrique à poches larges comme des sacs  vestes de gros drap qui accompagnaient ordinairement quelque casquette cerclée de cuivre à sa visière  habitsvestes très courts ayant dans le dos deux boutons rapprochés comme une paire dyeux et dont les pans semblaient avoir été coupés à même un seul bloc par la hache du charpentier,C2
4029,je vais te faire voyager tu les reverras ces plages de sable blanc sur lequel u aimals courir avec tes parents avant daller manger des churros sur le port,C1
4030,ne quittez pas je vous passe marc lebrun,A1
4031,pour beaucoup de cyclistes la récompense après plusieurs heures de route cest la découverte des merveilles architecturales de la région,B1
4032,ce sont des jours feries cestadire des jours pendant lesquels on ne travaille pas,A2
4033,on le prenait pour un espion,B1
4034,vous voulez écouter dautres histoires de noël ,A1
4035,tu viens doù ,A1
4036,il y a là un plus grand équilibre entre le rôle que les communes jouent à travers la planification daffectation et celui des cantons qui limitent les excès en termes dutilisation du sol à travers une planification directrice plus ou moins restrictive en termes de nouvelles extensions urbaines,C2
4037,saul goodman est un avocat véreux et peut être facilement trouvé dans les pages jaunes dalbuquerque,C1
4038,il la sentait défectueuse en tout par les bottines non vernies mais assez fines cependant car il avait la coquetterie du pied par la chemise de quatre francs cinquante achetée le matin même au louvre et dont le plastron trop mince ce cassait déjà,B2
4039,il na pas cours laprèsmidi du mercredi,A1
4040,ensuite pour quil y ait médiation il faut que les deux parties soient daccord,B1
4041,donc pendant que je pédalais ils étaient sûrement assis sur le sable,A2
4042,cest en représentant mon journal à lémission  à la radio que jai rencontré le monsieur qui dirigeait alors la station,B1
4043,jai engagé la conversation pour briser le silence pesant de ces dernières minutes,B1
4044,une fois utilisés ou manipulés les résultats sont écrits soit dans des mémoires soit dans des composants qui peuvent transformer une valeur binaire en une action physique,C1
4045,il sera nécessaire de faire un effort de pédagogie pour faire adopter ces nouvelles technologies qui se banaliseront,C2
4046,je suis banquière,A1
4047,noël couedel alors directeur de linformation raconte  dans léquipe de direction jétais le seul à défendre sa candidature,B1
4048,et en france beaucoup moins de filles que de garçons vont choisir la voie des sciences dites dures  parmi lesquelles les mathématiques,B2
4049,après les écoles littéraires qui ont voulu nous donner une vision déformée surhumaine poétique attendrissante charmante ou superbe de la vie est venue une école réaliste ou naturaliste qui a prétendu nous montrer la vérité rien que la vérité et toute la vérité,C1
4050,il y a un quartier très agréable pour aller se balader lorsquil fait beau,A1
4051,on a passé le reste de la journée à faire les boutiques,A2
4052,il dégoise lostrogoth de la téloche formaté au formol tel un psittacidé déréglé et moche,C2
4053,il ira jusquà tenter de prolonger le sommeil hibernal dun mammifère la marmotte en tenant lanimal pendant un long temps pendant plusieurs années dans une glacière,C2
4054,genre de plantes de la pentandrie trigynie et de la famille des portulacées dont les caractères consistent  en un calice infundibuliforme à limbe divisé en cinq parties,C2
4055,tu descends lescalier et tu tournes à gauche,A1
4056,je suis fatiguée et préfère prendre le métro pour aller à lîle de la cité,B1
4057,on se battait donc enfin ,B2
4058,enfin pour être bien visible un gilet jaune est obligatoire la nuit ce qui rend son utilisateur beaucoup moins stylé forcément,B2
4059,cette réaction est difficile à réaliser car il faut rapprocher deux noyaux qui ont tendance naturellement à se repousser,C1
4060,pour aller à la salle internet à partir de lescalier marchez jusquà laccueil,A1
4061,ici tout est immense il y a du monde partout les gens sont pressés cest impressionnant ,B1
4062,dailleurs des voix sélèvent pour dire quinterdire ne sert à rien si lon ne tente pas en même temps de renouer le dialogue entre les jeunes et le reste de la société,B1
4063,pour léconomiste jeremy rifkin dont le livre la fin du travail suscita un large débat le travail est sur la pente dun inexorable déclin,C1
4064,depuis les années 2000 on constate un changement de mentalité,B2
4065,cette femme mourut seule et misérable,B2
4066,létudes des interactions économiques historiques et géographiques permet de mieux comprendre pourquoi leurope un petit cap excentré de leurasie a imposé en cinq siècles une vision uniforme et inégalitaire de la mondialisation,C2
4067,à milan dix fois par jour il voyait le prince eugène et eût pu lui adresser la parole,B2
4068,à cette occasion a été annoncé un grand plan vélo destiné à faire décoller enfn ce mode de transport notamment grâce à lindemnité kilométrique,B2
4069,oui cest une bonne idée ditelle et elle descendit de léchafaudage,B1
4070,nous avons commencé un nouveau cours,A2
4071,le chemin est encore long pour que lanimé français soit à la hauteur de ses prestigieux concurrents,A2
4072,cest ce que font très bien les photographes documentaires,A2
4073,recourons pour illustrer les idées de hegel à quelquesuns de ses écrits postérieurs,C1
4074,pourtant plus les gens sont actifs sur facebook ou instagram et plus leur humeur est négative après y être allés,B2
4075,nous jouons dans le jardin quand il fait beau ou dans la maison quand il pleut,A1
4076,le président de la république sera élu par les français,B1
4077,après avoir sollicité le jeune fils du nouveau roi des français louisphilippe ler  qui refuse par crainte de nouvelles tensions internationales  les belges se rabattent sur le prince angloallemand léopold de saxe cobourg,B2
4078,donc je désire voir le théâtre guéri de cette fluxion,B2
4079,ses différentes facettes de lamour dans les relations intimes à la conscience dappartenir à une commune humanité sont le ciment du projet individualiste,C1
4080,le ciel davril audessus de nos têtes planait limpide et fourmillant détoiles,C1
4081,tout à coup une hauteur immense et à ma droite jai vu un aigle loiseau de napoléon  il volait majestueusement se dirigeant vers la suisse et par conséquent vers paris,B2
4082,ontils des contacts avec lextérieur ,B1
4083,à la radio le journaliste a conservé les intonations de son pays basque natal dans le sud de la france,B1
4084,chacun de ces projets touche en moyenne 10 000 classes,B2
4085,le facteur viens ici tous les jours ,A1
4086,le dimanche il se repose et en profite pour faire ses devoirs pour la semaine,A2
4087,marc chagall termine ce quil pense être son dernier tableau  les mariés de la tour eiffel,B2
4088,le mouvement qui atteint son apogée à paris entre 1750 et 1765 progresse dans les provinces pour gagner la génération qui précède la révolution,C2
4089,leurope eut la bonhomie dêtre surprise de cet évènement qui ne surprit point le marquis del dongo  il écrivit à son souverain une lettre pleine deffusion de coeur  il lui offrait ses talents et plusieurs millions et lui répétait que ses ministres étaient des jacobins daccord avec les meneurs de paris,C1
4090,aussitôt le prince manda près de lui les meilleurs et les plus endurants parmi les chasseurs et les paysans parmi les vagabonds et ceux qui les poursuivent parmi les soldats exercés aux longues marches et les messagers endurcis aux fatigues,B2
4091,à cette proximité spatiale sajoute une fréquence plus intense du nombre dévénements,C2
4092,elle eut plaisir comme un enfant à pousser de son doigt les larges portes tapissées  elle aspira de toute sa poitrine lodeur poussiéreuse des couloirs et quand elle fut assise dans sa loge elle se cambra la taille avec une désinvolture de duchesse,C2
4093,mais la famille était tellement sympa on rigolait beaucoup,A2
4094,tous les jours il traînait dans la rue sans rien faire,B1
4095,jy arrive à peine maintenant et nous sommes presque à noël,A2
4096,lhomme impoli est le lépreux du monde fashionable,C2
4097,pour de multiples raisons léducation sest focalisée sur la spécialisation,C2
4098,pour les situations qui sapparentent à de réelles addictions comportementales un travail sur lestime de soi est souvent nécessaire,C2
4099,ils ont déménagé car sa femme a été mutée à paris,B1
4100,le domestique de fabrice sapprocha avec les deux chevaux,B2
4101,une action coup de peint destinée à dénoncer le greenwashing du gouvernement sur les enjeux environnementaux autour du trafic aérien daprès lorganisation,C1
4102,lhomme que vous voyez exploita durant plusieurs décennies un site archéologique aux troubailles impressionnantes,B2
4103,lindividualisme a souvent mauvaise presse dans les discours contemporains,B2
4104,salue tes parents de ma part,A1
4105,jai souscris un abonement hebdomadaire à un magazine de cuisine,B1
4106,la sémantique du directeur de lopéra en fin de carrière rejoint celle du sénateur lr etienne blanc qui fustige la décision de lexécutif écologiste allié à la gauche unie,C1
4107,à lheure actuelle pour 7 milliards et demi dindividus on compte 4 milliards de postes de radio 4 milliards de télévisions 2 milliards de téléphones portables 2 milliards dordinateurs,B2
4108,je te dis à très bientôt pour une rentrée des classes en pleine forme ,A2
4109,il y a douze milles entre la cabane du pêcheur et la ville,B1
4110,jeus un haut le coeur lorsquil eut osé me saluer,C1
4111,jai écris un roman cest le premier je ne sais pas si cest le premier je ne sais pas si jen écrirai dautres,B1
4112,dans une clairière enneigée entourée darbres dénudés une citroën ax blance bien fatiguée attelée dune remorque de type frigorifique aurait lair abandonnée si lon ne distinguait quatre hommes aux cheveux très longs assis dans la voiture,C2
4113,on poursuit la recette avec la découpe des légumes et autres épices à commencer par le piment végétarien,C1
4114,darren star annonce quelle est inspirée de sa propre histoire damour qui dure depuis toujours avec paris et la culture française,B2
4115,certains produits leur devinrent ensuite indispensables en particulier le sucre,C2
4116,cet homme a une belle allure,A2
4117,devant chaque porte se trouvait une botte de paille pour empêcher le froid de passer dessous,C1
4118,tous ces préparatifs rendent chaque année latmosphère festive et enjouée,B2
4119,puis ayant rêvé pour la troisième fois quil voyait lenchanteresse dont aucunes paroles humaines cette nuitlà neussent pu dépeindre le charme et le rayonnement il sen fut en secret le lendemain sans consulter personne et salla perdre tout seul dans la forêt,B2
4120,jeus de nombreuses maladies infectieuses et je dus garder le lit durant des semaines en isolement total sans lombre dun espoir,C2
4121,les cinq confédérations syndicales lépiscopat la fédération protestante de france les petits patrons de la cgpme les artisans de lupa les députés socialistes et une soixantaine de leurs collègues de lump tous sont montés au créneau pour dire non à la proposition de loi dextension du travail dominical,C2
4122,les personnes qui lutilisent très fréquemment adolescents comme adultes seraient davantage anxieuses et déprimées,B2
4123,tous les chiens de ses bassescours composaient une meute dans le besoin  ses palefreniers étaient ses piqueurs  le vicaire du village était son grand aumônier,C1
4124,à lère de linternet des objets les maisons intelligentes sont de plus en plus équipés dobjets connectés dont les implications sur la vie privée restent largement inconnues des utilisateurs finaux,C1
4125,mes parents ont insisté pour quon prenne nos chaussures de marche ils veulent quon aille faire des randonnées dans les montagnes,B1
4126,lorsquil eut reçu son premier salaire en tant que consultant louis courut acquérir une guitare pour chanter une sérénade à sa bienaimée sous le proche de sa maison,C1
4127,un roman émouvant où il est question dapprendre à vivre de trouver sa place parmi les autres,A2
4128,certes emily in paris est une production américaine qui semble sadresser avant tout au public outreatlantique mais netflix étant une plateforme accessible dans le monde entier ce parti pris semble très daté,C1
4129,anna alla dans la cuisine où elle se sentait chez elle,B1
4130,des ingrats  une personne ingrate est une personne qui na aucune reconnaissance qui oublie les bonnes choses quune personne a faites pour elle,A2
4131,de mes fenêtres je vois la seine qui coule le long de mon jardin derrière la route presque chez moi la grande et large seine qui va de rouen au havre couverte de bateaux qui passent,B2
4132,une revue avec laquelle il fait bon se poser,A2
4133,les uns les pires et dont elle sétait débarrassé les premiers étaient ceux qui lui conseillaient de ne pas sécouter et professaient fûtce négativement et en ne la manifestant que par certains silences de désapprobation ou par certains sourires de doute la doctrine subversive quune petite promenade au soleil et un bon bifteck saignant quand elle gardait quatorze heures sur lestomac deux méchantes gorgées deau de vichy  lui feraient plus de bien que son lit et ses médecines,C2
4134,on préférait se référer à lautonomie des civilisations juxtaposées,C1
4135,je peux voir le docteur le matin,A1
4136,un petit coup au carreau comme si quelque chose lavait heurté suivi dune ample chute légère comme des grains de sable quon eut laissés tomber dun fenêtre au dessus puis la chute sentendant se réglant adoptant un rythme devenant fluide sonore musicale innombrable universelle  cétait la pluie,C2
4137,sur les 40 hommes et femmes présents 32 étaient séparés ou en instance de divorce,C1
4138,quand il arriva près de la maison il vit un monsieur à la porte et il entendit quil disait à la femme  ma bonne femme votre mari estil chez lui  non monsieur répondit la femme,A2
4139,je tenvoie de gros bisous,A1
4140,cétait le paradis je faisais de longues siestes tantôt sur le canapé tantôt sur le lit darthur à la chaleur du soleil ou du radiateur selon les saisons,C1
4141,elle a remis de lordre sur son bureau elle a envoyé des fax et répondu au courrier,B1
4142,leur capacité de concentraction seffiloche,B2
4143,je viens de faire des épreuves surprenantes,B1
4144,elle regrette de devoir beaucoup travailler,A1
4145,on lexaminait avec intérêt et curiosité comme un bel orage,C2
4146,là la trap ça vient tout droit des states et cest tout nouveau en fait dans le rap,A2
4147,le cours de maths lui est beaucoup plus ennuyeux que dhabitude,A2
4148,cest trop classe,B1
4149,quelle est lefficacité réelle de la lutte contre la désinformation menée à grand renfort de communication par les réseaux sociaux ,B2
4150,je dois aller au bureau trois fois par semaine parce que jai des réunions pour déjeuner avec des clients,A2
4151,estce que tu travailles toujours à lagence de voyages ,B1
4152,sur le fond tout le monde est daccord,B1
4153,il choisit toujours une grande chambre,A1
4154,sa famille assez illustre en pologne avait été ruinée dans les troubles de cette contrée,C2
4155,vous préparez le repas ,A1
4156,je suis bien arrivée à londres pour ma dernière année détudes de marketing à luniversité,A1
4157,samedi dernier jai passé la journée à paris avec mon frère,A2
4158,cette année virginie est partie une semaine dans un hôtel à arcachon avec son mari,A1
4159,puis linformatique est arrivé et petit à petit nous avons commencé à enregistrer effectivement des petites phrases des groupes de mots voire même des mots qui ensuite sont collés les uns aux autres,B2
4160,cest un scandale quon puisse construire une usine dans cette zone,B1
4161,ils attaquèrent la forêt tous ensemble travaillant jour et nuit et frappant avec tant de force que le heurt de leurs cognées sur les troncs emplissait les plaines comme un grondement incessant de tonnerre,B2
4162,ensuite si vous avez par exemple choisi des couleurs unies vers les bleu marine ou vers les noirs il est indispensable davoir des accessoires pour relooker la tenue,B2
4163,grand bien fait blond dun blond châtain vaguement roussi avec une moustache retroussée qui semblait mousser sur sa lèvre des yeux bleus clairs troués dune pupille toute petite des cheveux frisés naturellement séparés par une raie au milieu du crâne il ressemblait bien au mauvais sujet des romans populaires,C2
4164,cette ribaude ricane et échafaude ,C2
4165,un hôte désigne soit la personne qui reçoit un invité soit linvité qui est reçu accueilli,B1
4166,à quelle période de lannée se déroule lhistoire ,A2
4167,doù la mainmise indispensable sur des lieux situés sous les tropiques pas trop loin de leurope lieux qui nécessitaient limportation forcée de maindoeuvre servile,C2
4168,environ 2 300 enseignants et chercheurs ainsi que 950 collaborateurs administratifs et techniques assurent la bonne marche de linstitution qui compte plus de 14 000 étudiants provenant de plus de 86 pays,B2
4169,pourtant grégoire est loin dêtre un idiot il est même plein de de talents ,A2
4170,les nouvelles technologies ont subi une évolution très rapide depuis les années 1970 et ont entraîné une véritable révolution dans nos habitudes et notre mode de pensée,B2
4171,députés et membres de la convention ont ainsi été conviés par le gouvernement à cinq réunions pour présenter les orientations retenues,C1
